comment_id,text,source,date,likes,shares,word_count,year,cleaned_text,corrected_text,tokens
comment_122,@DavidAttenborough We need better solutions for plastic waste management #plasticpollution,BBC News,2017-07-13,130,98,10,2017,davidattenborough we need better solutions for plastic waste management plasticpollution,davidattenborough we need better solutions for plastic waste management plasticpollution,"['davidattenborough', 'need', 'better', 'solut', 'plastic', 'wast', 'manag', 'plasticpollut']"
comment_123,INNOVATIONS in recycling technology give hope!?,BBC News,2020-08-14,79,88,6,2020,innovations in recycling technology give hope,innovations in recycling technology give hope,"['innov', 'recycl', 'technolog', 'give', 'hope']"
comment_124,@GreenPeace Government policies need to be stronger...,Mail Online,2019-05-29,4,43,7,2019,greenpeace government policies need to be stronger,greenpeace government policies need to be stronger,"['greenpeac', 'govern', 'polici', 'need', 'stronger']"
comment_125,Consumer choices can drive change in industry #environment?!,Mail Online,2017-01-19,253,56,8,2017,consumer choices can drive change in industry environment,consumer choices can drive change in industry environment,"['consum', 'choic', 'drive', 'chang', 'industri', 'environ']"
comment_126,Supermarkets use too much plastic packaging https://bit.ly/3plasticfacts,BBC News,2021-04-30,146,79,7,2021,supermarkets use too much plastic packaging bit ly plasticfacts,supermarkets use too much plastic packaging bit ly plasticfacts,"['supermarket', 'use', 'much', 'plastic', 'packag', 'bit', 'plasticfact']"
comment_127,Consumer choices can drive change in industry #recycling https://bit.ly/3plasticfacts?!,BBC News,2017-11-04,290,38,9,2017,consumer choices can drive change in industry recycling bit ly plasticfacts,consumer choices can drive change in industry recycling bit ly plasticfacts,"['consum', 'choic', 'drive', 'chang', 'industri', 'recycl', 'bit', 'plasticfact']"
comment_128,Biodegradable plastics are not perfect but BETTER ❤️,Guardian ,2017-01-20,43,14,8,2017,biodegradable plastics are not perfect but better,biodegradable plastics are not perfect but better,"['biodegrad', 'plastic', 'perfect', 'better']"
comment_129,Marine animals suffer the most from plastic...,Mail Online,2017-05-17,85,77,7,2017,marine animals suffer the most from plastic,marine animals suffer the most from plastic,"['marin', 'anim', 'suffer', 'plastic']"
comment_130,Innovations in recycling technology give HOPE,BBC News,2020-03-16,342,138,6,2020,innovations in recycling technology give hope,innovations in recycling technology give hope,"['innov', 'recycl', 'technolog', 'give', 'hope']"
comment_131,Plastic production has increased DRAMATICALLY,BBC News,2022-08-09,345,8,5,2022,plastic production has increased dramatically,plastic production has increased dramatically,"['plastic', 'product', 'increas', 'dramat']"
comment_132,I reduced my plastic consumption significantly ❤️!?,BBC News,2022-10-19,313,85,7,2022,i reduced my plastic consumption significantly,i reduced my plastic consumption significantly,"['reduc', 'plastic', 'consumpt', 'significantli']"
comment_133,The plastik industry is destroying our ENVIRONMENT #savetheoceans??,BBC News,2018-11-12,171,8,8,2018,the plastik industry is destroying our environment savetheoceans,the plastic industry is destroying our environment savetheoceans,"['plastic', 'industri', 'destroy', 'environ', 'savetheocean']"
comment_134,Plastic bottles take hundreds OF years to decompose,BBC News,2022-09-21,111,32,8,2022,plastic bottles take hundreds of years to decompose,plastic bottles take hundreds of years to decompose,"['plastic', 'bottl', 'take', 'hundr', 'year', 'decompos']"
comment_135,@BBCEnvironment Biodegradable plastics are not perfect but better #recycling!!!,BBC News,2018-07-16,81,58,9,2018,bbcenvironment biodegradable plastics are not perfect but better recycling,bbcenvironment biodegradable plastics are not perfect but better recycling,"['bbcenviron', 'biodegrad', 'plastic', 'perfect', 'better', 'recycl']"
comment_136,Waste management systems need improvement,Guardian ,2023-07-07,89,108,5,2023,waste management systems need improvement,waste management systems need improvement,"['wast', 'manag', 'system', 'need', 'improv']"
comment_137,Plastic pollution is preventable WITH effort??,Guardian ,2022-11-25,157,39,6,2022,plastic pollution is preventable with effort,plastic pollution is preventable with effort,"['plastic', 'pollut', 'prevent', 'effort']"
comment_138,@UNEnvironment Plastic recycling rates are disappointingly low http://www.greenpeace.org/plastic,BBC News,2017-12-27,130,105,8,2017,unenvironment plastic recycling rates are disappointingly low http www greenpeace org plastic,unenvironment plastic recycling rates are disappointingly low http www greenpeace org plastic,"['unenviron', 'plastic', 'recycl', 'rate', 'disappointingli', 'low', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_139,Education about plastic waste is crucial 🤔?!,Guardian ,2023-03-11,5,21,7,2023,education about plastic waste is crucial,education about plastic waste is crucial,"['educ', 'plastic', 'wast', 'crucial']"
comment_140,Plastic awareness campaigns are EFFECTIVE 🐠!?,Guardian ,2022-08-10,318,87,6,2022,plastic awareness campaigns are effective,plastic awareness campaigns are effective,"['plastic', 'awar', 'campaign', 'effect']"
comment_141,Plastic bottles take hundreds of years to decompose 🔥,Guardian ,2020-01-23,58,26,9,2020,plastic bottles take hundreds of years to decompose,plastic bottles take hundreds of years to decompose,"['plastic', 'bottl', 'take', 'hundr', 'year', 'decompos']"
comment_142,We need better solutions for plastic waste MANAGEMENT,BBC News,2022-05-15,160,137,8,2022,we need better solutions for plastic waste management,we need better solutions for plastic waste management,"['need', 'better', 'solut', 'plastic', 'wast', 'manag']"
comment_143,Community beach cleanups are very rewarding ❤️ #sustainability,BBC News,2018-05-17,238,76,8,2018,community beach cleanups are very rewarding sustainability,community beach cleanups are very rewarding sustainability,"['commun', 'beach', 'cleanup', 'reward', 'sustain']"
comment_144,Waste management systems need improvement 🚮,Guardian ,2023-06-24,174,58,6,2023,waste management systems need improvement,waste management systems need improvement,"['wast', 'manag', 'system', 'need', 'improv']"
comment_145,Government policies need to be stronger??,Mail Online,2017-07-24,169,48,6,2017,government policies need to be stronger,government policies need to be stronger,"['govern', 'polici', 'need', 'stronger']"
comment_146,Different plastics have different recycling codes,BBC News,2018-08-19,165,123,6,2018,different plastics have different recycling codes,different plastics have different recycling codes,"['differ', 'plastic', 'differ', 'recycl', 'code']"
comment_147,@GreenPeace Plastic bags are convenient but harmful #recycling!!!,Guardian ,2022-11-29,231,121,8,2022,greenpeace plastic bags are convenient but harmful recycling,greenpeace plastic bags are convenient but harmful recycling,"['greenpeac', 'plastic', 'bag', 'conveni', 'harm', 'recycl']"
comment_148,We need better solutions for plastic waste management https://bit.ly/3plasticfacts,Mail Online,2017-03-28,295,110,9,2017,we need better solutions for plastic waste management bit ly plasticfacts,we need better solutions for plastic waste management bit ly plasticfacts,"['need', 'better', 'solut', 'plastic', 'wast', 'manag', 'bit', 'plasticfact']"
comment_149,Plastic recycling rates are disappointingly low?!,Guardian ,2020-01-27,344,134,6,2020,plastic recycling rates are disappointingly low,plastic recycling rates are disappointingly low,"['plastic', 'recycl', 'rate', 'disappointingli', 'low']"
comment_150,Plastic pollution IS preventable with effort!!!,Mail Online,2022-03-30,54,97,6,2022,plastic pollution is preventable with effort,plastic pollution is preventable with effort,"['plastic', 'pollut', 'prevent', 'effort']"
comment_151,PLASTIC in fashion is a growing problem http://www.greenpeace.org/plastic,Mail Online,2023-04-15,5,24,8,2023,plastic in fashion is a growing problem http www greenpeace org plastic,plastic in fashion is a growing problem http www greenpeace org plastic,"['plastic', 'fashion', 'grow', 'problem', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_152,I switched to reusable bags and bottles...,Mail Online,2017-02-21,153,40,7,2017,i switched to reusable bags and bottles,i switched to reusable bags and bottles,"['switch', 'reusabl', 'bag', 'bottl']"
comment_153,GREAT to see biodegradable alternatives becoming available!!!,BBC News,2023-09-16,17,48,7,2023,great to see biodegradable alternatives becoming available,great to see biodegradable alternatives becoming available,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail']"
comment_154,The new plastic tax is a good step FORWARD #environment,Guardian ,2017-09-07,249,1,10,2017,the new plastic tax is a good step forward environment,the new plastic tax is a good step forward environment,"['new', 'plastic', 'tax', 'good', 'step', 'forward', 'environ']"
comment_155,Plastic in FASHION is a growing problem 😢 #recycling??,Guardian ,2020-11-22,117,10,9,2020,plastic in fashion is a growing problem recycling,plastic in fashion is a growing problem recycling,"['plastic', 'fashion', 'grow', 'problem', 'recycl']"
comment_156,@BBCEnvironment Corporate responsibility for plastic is important #ecofriendly https://bit.ly/3plasticfacts,Mail Online,2020-11-22,183,122,9,2020,bbcenvironment corporate responsibility for plastic is important ecofriendly bit ly plasticfacts,bbcenvironment corporate responsibility for plastic is important ecofriendly bit ly plasticfacts,"['bbcenviron', 'corpor', 'respons', 'plastic', 'import', 'ecofriendli', 'bit', 'plasticfact']"
comment_157,@DavidAttenborough Corporate responsibility for plastic is important #sustainability,BBC News,2022-10-19,237,20,8,2022,davidattenborough corporate responsibility for plastic is important sustainability,davidattenborough corporate responsibility for plastic is important sustainability,"['davidattenborough', 'corpor', 'respons', 'plastic', 'import', 'sustain']"
comment_158,@GreenPeace More RESEARCH needed on plastic alternatives 😢 #recycling,Mail Online,2023-04-09,247,56,9,2023,greenpeace more research needed on plastic alternatives recycling,greenpeace more research needed on plastic alternatives recycling,"['greenpeac', 'research', 'need', 'plastic', 'altern', 'recycl']"
comment_159,Great to see biodegradable alternatives becoming available 😂 http://www.greenpeace.org/plastik,Guardian ,2018-04-29,102,24,9,2018,great to see biodegradable alternatives becoming available http www greenpeace org plastik,great to see biodegradable alternatives becoming available http www greenpeace org plastic,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_160,Plastic waste in rivers flows to oceans 👎,BBC News,2023-07-28,93,40,8,2023,plastic waste in rivers flows to oceans,plastic waste in rivers flows to oceans,"['plastic', 'wast', 'river', 'flow', 'ocean']"
comment_161,Education about plastic waste is crucial,BBC News,2020-03-16,133,25,6,2020,education about plastic waste is crucial,education about plastic waste is crucial,"['educ', 'plastic', 'wast', 'crucial']"
comment_162,Innovations in RECYCLING technology give hope,BBC News,2019-12-30,339,93,6,2019,innovations in recycling technology give hope,innovations in recycling technology give hope,"['innov', 'recycl', 'technolog', 'give', 'hope']"
comment_163,@BBCEnvironment I reduced my plastic consumption significantly,Guardian ,2022-07-30,13,0,7,2022,bbcenvironment i reduced my plastic consumption significantly,bbcenvironment i reduced my plastic consumption significantly,"['bbcenviron', 'reduc', 'plastic', 'consumpt', 'significantli']"
comment_164,Young activists are leading the movement??,Guardian ,2021-01-05,57,100,6,2021,young activists are leading the movement,young activists are leading the movement,"['young', 'activist', 'lead', 'movement']"
comment_165,@BBCEnvironment Innovations in recycling technology give hope,Guardian ,2017-11-28,18,95,7,2017,bbcenvironment innovations in recycling technology give hope,bbcenvironment innovations in recycling technology give hope,"['bbcenviron', 'innov', 'recycl', 'technolog', 'give', 'hope']"
comment_166,Waste management systems need improvement HTTP://WWW.GREENPEACE.ORG/PLASTIC,BBC News,2023-03-18,229,55,6,2023,waste management systems need improvement http www greenpeace org plastic,waste management systems need improvement http www greenpeace org plastic,"['wast', 'manag', 'system', 'need', 'improv', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_167,Plastic bags are convenient but harmful 👍,Mail Online,2023-01-22,307,99,7,2023,plastic bags are convenient but harmful,plastic bags are convenient but harmful,"['plastic', 'bag', 'conveni', 'harm']"
comment_168,More research needed on plastic alternatives!!!,Mail Online,2023-10-16,225,70,6,2023,more research needed on plastic alternatives,more research needed on plastic alternatives,"['research', 'need', 'plastic', 'altern']"
comment_169,@GreenPeace Waste management systems need improvement 🤔,BBC News,2017-03-08,297,30,7,2017,greenpeace waste management systems need improvement,greenpeace waste management systems need improvement,"['greenpeac', 'wast', 'manag', 'system', 'need', 'improv']"
comment_170,@BBCEnvironment Government policies need to be stronger 🚮!!!,BBC News,2022-04-19,325,114,8,2022,bbcenvironment government policies need to be stronger,bbcenvironment government policies need to be stronger,"['bbcenviron', 'govern', 'polici', 'need', 'stronger']"
comment_171,Plastic packaging for food is often unnecessary 💩,BBC News,2017-11-08,295,117,8,2017,plastic packaging for food is often unnecessary,plastic packaging for food is often unnecessary,"['plastic', 'packag', 'food', 'often', 'unnecessari']"
comment_172,Young activists are leading teh movement!!!,Mail Online,2018-04-12,56,5,6,2018,young activists are leading teh movement,young activists are leading the movement,"['young', 'activist', 'lead', 'movement']"
comment_173,Plastic awareness campaigns are effective,BBC News,2021-01-27,101,47,5,2021,plastic awareness campaigns are effective,plastic awareness campaigns are effective,"['plastic', 'awar', 'campaign', 'effect']"
comment_174,Plastic pollution is destroying our oceans and marine life #environment,Guardian ,2018-08-24,297,23,10,2018,plastic pollution is destroying our oceans and marine life environment,plastic pollution is destroying our oceans and marine life environment,"['plastic', 'pollut', 'destroy', 'ocean', 'marin', 'life', 'environ']"
comment_175,@BBCEnvironment Companies using recycled plastic deserve support,Guardian ,2017-10-10,312,103,7,2017,bbcenvironment companies using recycled plastic deserve support,bbcenvironment companies using recycled plastic deserve support,"['bbcenviron', 'compani', 'use', 'recycl', 'plastic', 'deserv', 'support']"
comment_176,Public awareness is increasing which is good?!,Mail Online,2021-08-02,93,44,7,2021,public awareness is increasing which is good,public awareness is increasing which is good,"['public', 'awar', 'increas', 'good']"
comment_177,Microplastics are in our food and water this is terrifying 🚮??,Guardian ,2019-12-07,157,37,11,2019,microplastics are in our food and water this is terrifying,microplastics are in our food and water this is terrifying,"['microplast', 'food', 'water', 'terrifi']"
comment_178,We must find balance between convenience and environment 😂 #plastikpollution,Guardian ,2023-01-08,126,110,10,2023,we must find balance between convenience and environment plastikpollution,we must find balance between convenience and environment plastikpollution,"['must', 'find', 'balanc', 'conveni', 'environ', 'plastikpollut']"
comment_179,Single-use plastic should be banned completely https://bit.ly/3plasticfacts,Guardian ,2020-03-08,61,133,7,2020,single use plastic should be banned completely bit ly plasticfacts,single use plastic should be banned completely bit ly plasticfacts,"['singl', 'use', 'plastic', 'ban', 'complet', 'bit', 'plasticfact']"
comment_180,Great to see biodegradable alternatives becoming available #ecofriendly,BBC News,2023-07-17,299,37,8,2023,great to see biodegradable alternatives becoming available ecofriendly,great to see biodegradable alternatives becoming available ecofriendly,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail', 'ecofriendli']"
comment_181,Plastic in fashion is a growing problem 🔥 #zerowaste,BBC News,2017-01-19,104,129,9,2017,plastic in fashion is a growing problem zerowaste,plastic in fashion is a growing problem zerowaste,"['plastic', 'fashion', 'grow', 'problem', 'zerowast']"
comment_182,Education about plastik waste is crucial 👎,BBC News,2018-01-28,3,104,7,2018,education about plastik waste is crucial,education about plastic waste is crucial,"['educ', 'plastic', 'wast', 'crucial']"
comment_183,Plastic pollution is PREVENTABLE with effort #zerowaste??,Guardian ,2018-07-10,258,144,7,2018,plastic pollution is preventable with effort zerowaste,plastic pollution is preventable with effort zerowaste,"['plastic', 'pollut', 'prevent', 'effort', 'zerowast']"
comment_184,Plastic packaging for food is often unnecessary!?,Guardian ,2022-10-31,327,97,7,2022,plastic packaging for food is often unnecessary,plastic packaging for food is often unnecessary,"['plastic', 'packag', 'food', 'often', 'unnecessari']"
comment_185,Plastic waste IN rivers flows to oceans 🚮,Mail Online,2023-08-08,91,79,8,2023,plastic waste in rivers flows to oceans,plastic waste in rivers flows to oceans,"['plastic', 'wast', 'river', 'flow', 'ocean']"
comment_186,Plastic production should be regulated strictly...,BBC News,2020-07-06,307,118,6,2020,plastic production should be regulated strictly,plastic production should be regulated strictly,"['plastic', 'product', 'regul', 'strictli']"
comment_187,Great to see biodegradable alternatives becoming available 😂,Mail Online,2018-01-27,56,130,8,2018,great to see biodegradable alternatives becoming available,great to see biodegradable alternatives becoming available,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail']"
comment_188,Plastic PROBLEM requires global solution...,BBC News,2023-03-20,232,106,5,2023,plastic problem requires global solution,plastic problem requires global solution,"['plastic', 'problem', 'requir', 'global', 'solut']"
comment_189,Plastic waste exports to other countries wrong 🐠,Guardian ,2019-05-28,168,20,8,2019,plastic waste exports to other countries wrong,plastic waste exports to other countries wrong,"['plastic', 'wast', 'export', 'countri', 'wrong']"
comment_190,Corporate responsibility for plastic is important?!,Mail Online,2023-10-02,6,2,6,2023,corporate responsibility for plastic is important,corporate responsibility for plastic is important,"['corpor', 'respons', 'plastic', 'import']"
comment_191,I reduced my plastic consumption significantly,Mail Online,2017-07-21,45,82,6,2017,i reduced my plastic consumption significantly,i reduced my plastic consumption significantly,"['reduc', 'plastic', 'consumpt', 'significantli']"
comment_192,Plastic PRODUCTION has increased dramatically 🤔,BBC News,2022-04-28,317,46,6,2022,plastic production has increased dramatically,plastic production has increased dramatically,"['plastic', 'product', 'increas', 'dramat']"
comment_193,Plastic bottles take hundreds of years to decompose 🔥,Guardian ,2020-08-13,147,49,9,2020,plastic bottles take hundreds of years to decompose,plastic bottles take hundreds of years to decompose,"['plastic', 'bottl', 'take', 'hundr', 'year', 'decompos']"
comment_194,I switched to reusable bags and bottles,BBC News,2019-07-20,155,40,7,2019,i switched to reusable bags and bottles,i switched to reusable bags and bottles,"['switch', 'reusabl', 'bag', 'bottl']"
comment_195,Innovations in recycling technology give hope http://www.greenpeace.org/plastic!?,Guardian ,2017-07-16,241,87,7,2017,innovations in recycling technology give hope http www greenpeace org plastic,innovations in recycling technology give hope http www greenpeace org plastic,"['innov', 'recycl', 'technolog', 'give', 'hope', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_196,@BBCEnvironment Plastic pollution affects everyone globally 😡 #zerowaste,Guardian ,2023-10-30,314,76,8,2023,bbcenvironment plastic pollution affects everyone globally zerowaste,bbcenvironment plastic pollution affects everyone globally zerowaste,"['bbcenviron', 'plastic', 'pollut', 'affect', 'everyon', 'global', 'zerowast']"
comment_197,Plastic packaging for FOOD is often unnecessary https://bit.ly/3plasticfacts,Guardian ,2017-01-15,68,10,8,2017,plastic packaging for food is often unnecessary bit ly plasticfacts,plastic packaging for food is often unnecessary bit ly plasticfacts,"['plastic', 'packag', 'food', 'often', 'unnecessari', 'bit', 'plasticfact']"
comment_198,@UNEnvironment Local recycling programs vary too much,Mail Online,2023-01-14,123,142,7,2023,unenvironment local recycling programs vary too much,unenvironment local recycling programs vary too much,"['unenviron', 'local', 'recycl', 'program', 'vari', 'much']"
comment_199,Plastic bags are convenient but harmful http://www.greenpeace.org/plastic,Mail Online,2019-07-06,17,54,7,2019,plastic bags are convenient but harmful http www greenpeace org plastic,plastic bags are convenient but harmful http www greenpeace org plastic,"['plastic', 'bag', 'conveni', 'harm', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_200,Plastic production should be regulated strictly #recycling,Mail Online,2018-02-25,156,43,7,2018,plastic production should be regulated strictly recycling,plastic production should be regulated strictly recycling,"['plastic', 'product', 'regul', 'strictli', 'recycl']"
comment_201,Different plastics have different recycling codes 😂...,Guardian ,2017-06-10,326,8,7,2017,different plastics have different recycling codes,different plastics have different recycling codes,"['differ', 'plastic', 'differ', 'recycl', 'code']"
comment_202,The Great Pacific Garbage Patch is mostly plastic,BBC News,2021-01-22,111,97,8,2021,the great pacific garbage patch is mostly plastic,the great pacific garbage patch is mostly plastic,"['great', 'pacif', 'garbag', 'patch', 'mostli', 'plastic']"
comment_203,Corporate responsibility for plastic is important?!,BBC News,2017-10-28,229,148,6,2017,corporate responsibility for plastic is important,corporate responsibility for plastic is important,"['corpor', 'respons', 'plastic', 'import']"
comment_204,@UNEnvironment Plastic bottles take hundreds of years to decompose??,Guardian ,2023-12-16,245,123,9,2023,unenvironment plastic bottles take hundreds of years to decompose,unenvironment plastic bottles take hundreds of years to decompose,"['unenviron', 'plastic', 'bottl', 'take', 'hundr', 'year', 'decompos']"
comment_205,Plastic bottles take hundreds of years to decompose http://www.greenpeace.org/plastic,Guardian ,2018-08-15,49,131,9,2018,plastic bottles take hundreds of years to decompose http www greenpeace org plastic,plastic bottles take hundreds of years to decompose http www greenpeace org plastic,"['plastic', 'bottl', 'take', 'hundr', 'year', 'decompos', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_206,Marine animals suffer the most from plastic 😡 #environment,Mail Online,2022-12-15,158,37,9,2022,marine animals suffer the most from plastic environment,marine animals suffer the most from plastic environment,"['marin', 'anim', 'suffer', 'plastic', 'environ']"
comment_207,Everyone has responsibility to reduce plastik 👎?!,Guardian ,2017-12-13,247,34,7,2017,everyone has responsibility to reduce plastik,everyone has responsibility to reduce plastic,"['everyon', 'respons', 'reduc', 'plastic']"
comment_208,@UNEnvironment Plastic pollution is preventable with effort 💩??,Mail Online,2023-07-16,54,72,8,2023,unenvironment plastic pollution is preventable with effort,unenvironment plastic pollution is preventable with effort,"['unenviron', 'plastic', 'pollut', 'prevent', 'effort']"
comment_209,Marine animals suffer the most from plastic #savetheoceans!?,Mail Online,2019-08-10,193,116,8,2019,marine animals suffer the most from plastic savetheoceans,marine animals suffer the most from plastic savetheoceans,"['marin', 'anim', 'suffer', 'plastic', 'savetheocean']"
comment_210,Waste management systems need improvement 🔥,BBC News,2019-12-17,50,94,6,2019,waste management systems need improvement,waste management systems need improvement,"['wast', 'manag', 'system', 'need', 'improv']"
comment_211,@UNEnvironment Plastic production has increased dramatically??,Guardian ,2021-08-11,221,36,6,2021,unenvironment plastic production has increased dramatically,unenvironment plastic production has increased dramatically,"['unenviron', 'plastic', 'product', 'increas', 'dramat']"
comment_212,Seeing plastic waste in nature is heartbreaking,Mail Online,2021-02-19,1,38,7,2021,seeing plastic waste in nature is heartbreaking,seeing plastic waste in nature is heartbreaking,"['see', 'plastic', 'wast', 'natur', 'heartbreak']"
comment_213,Plastic bags are convenient but harmful 🐠 #climatechange...,Mail Online,2020-09-20,186,145,8,2020,plastic bags are convenient but harmful climatechange,plastic bags are convenient but harmful climatechange,"['plastic', 'bag', 'conveni', 'harm', 'climatechang']"
comment_214,The Great Pacific Garbage Patch is mostly plastic 🤔,BBC News,2018-04-13,122,114,9,2018,the great pacific garbage patch is mostly plastic,the great pacific garbage patch is mostly plastic,"['great', 'pacif', 'garbag', 'patch', 'mostli', 'plastic']"
comment_215,Plastic recycling rates are disappointingly low,BBC News,2019-06-20,210,52,6,2019,plastic recycling rates are disappointingly low,plastic recycling rates are disappointingly low,"['plastic', 'recycl', 'rate', 'disappointingli', 'low']"
comment_216,Plastic pollution costs billions in cleanup!!!,Mail Online,2023-08-11,313,43,6,2023,plastic pollution costs billions in cleanup,plastic pollution costs billions in cleanup,"['plastic', 'pollut', 'cost', 'billion', 'cleanup']"
comment_217,Innovative materials can replace plastic 👍,BBC News,2019-11-14,172,147,6,2019,innovative materials can replace plastic,innovative materials can replace plastic,"['innov', 'materi', 'replac', 'plastic']"
comment_218,Community beach cleanups are very rewarding 😊,Mail Online,2017-03-18,230,96,7,2017,community beach cleanups are very rewarding,community beach cleanups are very rewarding,"['commun', 'beach', 'cleanup', 'reward']"
comment_219,@DavidAttenborough Great to see biodegradable alternatives becoming available https://bit.ly/3plasticfacts,Mail Online,2018-02-16,24,51,9,2018,davidattenborough great to see biodegradable alternatives becoming available bit ly plasticfacts,davidattenborough great to see biodegradable alternatives becoming available bit ly plasticfacts,"['davidattenborough', 'great', 'see', 'biodegrad', 'altern', 'becom', 'avail', 'bit', 'plasticfact']"
comment_220,International cooperation needed for plastic crisis,Mail Online,2018-09-30,34,19,6,2018,international cooperation needed for plastic crisis,international cooperation needed for plastic crisis,"['intern', 'cooper', 'need', 'plastic', 'crisi']"
comment_221,Public awareness is increasing which is good,Mail Online,2019-02-21,8,75,7,2019,public awareness is increasing which is good,public awareness is increasing which is good,"['public', 'awar', 'increas', 'good']"
comment_222,Great to see biodegradable alternatives becoming available,Mail Online,2020-02-24,33,83,7,2020,great to see biodegradable alternatives becoming available,great to see biodegradable alternatives becoming available,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail']"
comment_223,@GreenPeace I switched to reusable bags and bottles #climatechange,BBC News,2017-08-16,26,142,9,2017,greenpeace i switched to reusable bags and bottles climatechange,greenpeace i switched to reusable bags and bottles climatechange,"['greenpeac', 'switch', 'reusabl', 'bag', 'bottl', 'climatechang']"
comment_224,Government policies need to be stronger 😢,Mail Online,2021-06-12,293,136,7,2021,government policies need to be stronger,government policies need to be stronger,"['govern', 'polici', 'need', 'stronger']"
comment_225,Government policies need to be stronger,BBC News,2023-12-15,287,66,6,2023,government policies need to be stronger,government policies need to be stronger,"['govern', 'polici', 'need', 'stronger']"
comment_226,Plastic pollution is preventable with effort #zerowaste??,Guardian ,2023-02-20,181,82,7,2023,plastic pollution is preventable with effort zerowaste,plastic pollution is preventable with effort zerowaste,"['plastic', 'pollut', 'prevent', 'effort', 'zerowast']"
comment_227,We need better solutions for plastic waste management,Mail Online,2023-03-07,8,107,8,2023,we need better solutions for plastic waste management,we need better solutions for plastic waste management,"['need', 'better', 'solut', 'plastic', 'wast', 'manag']"
comment_228,Microplastics are in our food and water this is terrifying 😡 #climatechange??,Mail Online,2023-08-23,170,140,12,2023,microplastics are in our food and water this is terrifying climatechange,microplastics are in our food and water this is terrifying climatechange,"['microplast', 'food', 'water', 'terrifi', 'climatechang']"
comment_229,We need circular economy APPROACHES for plastic 😡 #zerowaste,Guardian ,2019-10-05,229,99,9,2019,we need circular economy approaches for plastic zerowaste,we need circular economy approaches for plastic zerowaste,"['need', 'circular', 'economi', 'approach', 'plastic', 'zerowast']"
comment_230,PLASTIC waste exports to other countries wrong http://www.greenpeace.org/plastic,Mail Online,2020-05-22,249,34,8,2020,plastic waste exports to other countries wrong http www greenpeace org plastic,plastic waste exports to other countries wrong http www greenpeace org plastic,"['plastic', 'wast', 'export', 'countri', 'wrong', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_231,@DavidAttenborough Plastic waste exports to other countries WRONG 🤔,Mail Online,2018-06-18,193,125,9,2018,davidattenborough plastic waste exports to other countries wrong,davidattenborough plastic waste exports to other countries wrong,"['davidattenborough', 'plastic', 'wast', 'export', 'countri', 'wrong']"
comment_232,Plastic packaging for food is often unnecessary,BBC News,2017-09-05,146,62,7,2017,plastic packaging for food is often unnecessary,plastic packaging for food is often unnecessary,"['plastic', 'packag', 'food', 'often', 'unnecessari']"
comment_233,Plastic packaging for food is often unnecessary 😡 #ecofriendly,BBC News,2022-01-15,90,115,9,2022,plastic packaging for food is often unnecessary ecofriendly,plastic packaging for food is often unnecessary ecofriendly,"['plastic', 'packag', 'food', 'often', 'unnecessari', 'ecofriendli']"
comment_234,Biodegradable plastiks are not PERFECT but better 🐠??,Mail Online,2023-01-06,289,9,8,2023,biodegradable plastiks are not perfect but better,biodegradable plastiks are not perfect but better,"['biodegrad', 'plastik', 'perfect', 'better']"
comment_235,Marine animals suffer the most from plastic https://bit.ly/3plasticfacts?!,BBC News,2019-08-31,273,3,8,2019,marine animals suffer the most from plastic bit ly plasticfacts,marine animals suffer the most from plastic bit ly plasticfacts,"['marin', 'anim', 'suffer', 'plastic', 'bit', 'plasticfact']"
comment_236,Different plastics have different recycling codes 🤔 #recycling,BBC News,2023-06-10,260,74,8,2023,different plastics have different recycling codes recycling,different plastics have different recycling codes recycling,"['differ', 'plastic', 'differ', 'recycl', 'code', 'recycl']"
comment_237,@GreenPeace Community beach cleanups are very rewarding http://www.greenpeace.org/plastic??,Guardian ,2020-08-23,21,36,8,2020,greenpeace community beach cleanups are very rewarding http www greenpeace org plastic,greenpeace community beach cleanups are very rewarding http www greenpeace org plastic,"['greenpeac', 'commun', 'beach', 'cleanup', 'reward', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_238,Plastic recycling rates are disappointingly low 😡,Guardian ,2022-10-22,190,67,7,2022,plastic recycling rates are disappointingly low,plastic recycling rates are disappointingly low,"['plastic', 'recycl', 'rate', 'disappointingli', 'low']"
comment_239,Plastic pollution affects everyone globally??,Guardian ,2019-08-11,258,32,5,2019,plastic pollution affects everyone globally,plastic pollution affects everyone globally,"['plastic', 'pollut', 'affect', 'everyon', 'global']"
